"Member Name & ID","Sponsored member & prefix","Reference Visibility","Total Backfile DOIs","Total Current DOIs","Deposits Backfile References","Deposits Current References"
"SAGE Publications (ID 179)","Alliance for Children and Families10.1606","limited","2570206","201058","true","true"
"SAGE Publications (ID 179)","Alliance for Children and Families10.12679","limited","2570206","201058","true","true"
"SAGE Publications (ID 179)","American College of Veterinary Pathologists10.1354","open","2570206","201058","true","true"
"SAGE Publications (ID 179)","Arnold Publishers10.1191","open","2570206","201058","true","true"
"SAGE Publications (ID 179)","Association for Experimental Education10.5193","open","2570206","201058","true","true"
"SAGE Publications (ID 179)","Canadian Association of Occupational Therapists10.2182","open","2570206","201058","true","true"
"SAGE Publications (ID 179)","Canadian Pharmacists Journal10.3821","open","2570206","201058","true","true"
"SAGE Publications (ID 179)","Excellus Health Plan, Inc.10.5034","open","2570206","201058","true","true"
"SAGE Publications (ID 179)","Excellus Health Plan, Inc.10.5126","open","2570206","201058","true","true"
"SAGE Publications (ID 179)","Harvey Whitney Books Co.10.1345","open","2570206","201058","true","true"
"SAGE Publications (ID 179)","IP Publishing10.5367","open","2570206","201058","true","true"
"SAGE Publications (ID 179)","Johnson Graduate School of Management, Cornell University10.2189","limited","2570206","201058","true","true"
"SAGE Publications (ID 179)","Journal of Histochemistry & Cytochemistry10.1369","open","2570206","201058","true","true"
"SAGE Publications (ID 179)","Justice Research & Statistics Association10.3818","limited","2570206","201058","true","true"
"SAGE Publications (ID 179)","Libertas Academica, Ltd.10.4137","limited","2570206","201058","true","true"
"SAGE Publications (ID 179)","North American Transplant Coordinators Organization10.7182","open","2570206","201058","true","true"
"SAGE Publications (ID 179)","Research Publishing Services - Professional Engineering Publishing10.1243","open","2570206","201058","true","true"
"SAGE Publications (ID 179)","SAGE10.14240","limited","2570206","201058","true","true"
"SAGE Publications (ID 179)","Sage - Corwin10.17322","open","2570206","201058","true","true"
"SAGE Publications (ID 179)","SAGE Publications10.1177","open","2570206","201058","true","true"
"SAGE Publications (ID 179)","SAGE Publications10.31124","open","2570206","201058","true","true"
"SAGE Publications (ID 179)","SAGE Publications10.47515","open","2570206","201058","true","true"
"SAGE Publications (ID 179)","Sage Publications (JRAAS Limited)10.3317","open","2570206","201058","true","true"
"SAGE Publications (ID 179)","Sage Publications (Prufrock Press, Inc.)10.4219","open","2570206","201058","true","true"
"SAGE Publications (ID 179)","Sage Publications - Bulletin of the Atomic Scientists10.2968","open","2570206","201058","true","true"
"SAGE Publications (ID 179)","Sage Publications - Reference E-Books10.4135","open","2570206","201058","true","true"
"SAGE Publications (ID 179)","Sage Publications - Technomic Publishing Company10.1106","open","2570206","201058","true","true"
"SAGE Publications (ID 179)","Sage Publications- Academy of Traumatology10.1528","limited","2570206","201058","true","true"
"SAGE Publications (ID 179)","Sage Publications-International Institute for Environment and Development10.1630","open","2570206","201058","true","true"
"SAGE Publications (ID 179)","SagePublications - National Association of School Nurses10.1622","open","2570206","201058","true","true"
"SAGE Publications (ID 179)","Sociological Research Online10.5153","limited","2570206","201058","true","true"
"SAGE Publications (ID 179)","Swiss Medical Press, GmbH10.15256","open","2570206","201058","true","true"
"SAGE Publications (ID 179)","TASH10.2511","open","2570206","201058","true","true"
"SAGE Publications (ID 179)","The Royal Society of Medicine10.1258","open","2570206","201058","true","true"
"SAGE Publications (ID 179)","Wichtig Publishing, SRL10.5301","limited","2570206","201058","true","true"
"Saglik Bilimleri Dergisi - Erciyes Universitesi (ID 20056)","Saglik Bilimleri Dergisi - Erciyes Universitesi10.34108","open","26","92","true","true"
"Saint Petersburg Institute of Bioregulation and Gerontology (ID 31754)","Saint Petersburg Institute of Bioregulation and Gerontology10.34922","open","0","286","false","true"
"Saint-Petersburg Mining University (ID 17173)","Saint-Petersburg Mining University10.31897","open","153","184","false","true"
"Saint-Petersburg State University of Veterinary Medicine (ID 30179)","Saint-Petersbug State University of Veterinary Medicine10.52419","open","155","582","false","true"
"Saint-Petersburg University of Management Technologies and Economics - UMTE (ID 21595)","Saint-Petersburg University of Management Technologies and Economics - UMTE10.35854","open","91","434","true","true"
"Saint-Petersburg University of the Ministry of Internal Affairs of the Russian Federation (ID 21455)","Saint-Petersburg University of the Ministry of Internal Affairs of the Russian Federation10.35750","open","85","304","true","true"
"Sakarya Tip Dergisi (ID 17066)","Sakarya Tip Dergisi10.31832","open","541","266","true","true"
"Sakarya Universitesi Isletme Enstitusu Dergisi, Sakarya University (ID 27311)","Sakarya Universitesi Isletme Enstitusu Dergisi, Sakarya University10.47542","open","0","27","false","true"
"Sakarya University (ID 30585)","Fuels, Fire and Combustion in Engineering Journal10.52702","open","0","16","false","true"
"Sakarya University (ID 30585)","Sakarya University Journal of Education Faculty10.53629","open","0","16","false","true"
"Sakarya University (ID 30585)","Sakarya University Journal of Holistic Health10.54803","open","0","16","false","true"
"Sakarya University Journal of Computer and Information Sciences (ID 20819)","Sakarya University Journal of Computer and Information Sciences10.35377","open","26","75","true","true"
"Sakarya University Journal of Family Counseling and Education (ID 17763)","Sakarya University Journal of Family Counseling and Education10.32568","open","27","21","true","true"
"Salesian Polytechnic University of Ecuador (ID 6739)","Salesian Polytechnic University of Ecuador10.17163","open","1483","325","false","true"
"Salvador Dali Academy of Contemporary Arts (ID 22993)","Salvador Dali Academy of Contemporary Arts10.37041","open","18","18","true","true"
"Sam Satinalmamotoru Bilgi Teknolojileri Ve Ticaret A.S. (ID 31974)","Sam Satinalmamotoru Bilgi Teknolojileri Ve Ticaret A.S.10.53804","open","0","3","false","true"
"Samara State Medical University (ID 34407)","Samara State Medical University10.55531","open","37","145","true","true"
"Samara State Technical University (ID 5638)","Samara State Technical University10.17673","limited","2464","480","true","true"
"Samara State Technical University (ID 5638)","Samara State Technical University10.14498","open","2464","480","true","true"
"Samara State University of Social Sciences and Education (ID 34170)","Samara State University of Social Sciences and Education10.55355","open","945","417","true","true"
"Sandi Karsa Polytechnic Makassar (ID 21541)","Sandi Karsa Polytechnic Makassar10.35816","open","63","292","false","true"
"Santiago de Cali University (ID 21771)","Santiago de Cali University10.35985","open","438","333","true","true"
"Sapientia Publishing Group (ID 11181)","Sapientia Publishing Group10.26644","open","27","16","true","true"
"SAPIENTIAE, Universidade Oscar Ribas (ID 23580)","SAPIENTIAE, Universidade Oscar Ribas10.37293","open","43","45","true","true"
"Saratov State University (ID 7758)","Saratov State University10.18500","open","7341","1616","true","false"
"Saudi Heart Association (ID 24531)","Saudi Heart Association10.37616","open","1226","153","true","false"
"Scandinavian Military Studies (ID 16368)","Scandinavian Military Studies10.31374","open","19","62","true","true"
"Scandinavian Psychologist (ID 6367)","Scandinavian Psychologist10.15714","open","93","0","true","false"
"SCEEMP (ID 12343)","SCEEMP10.30895","open","193","194","true","true"
"School of Religion, Philosophy and Classics, Howard College Campus - UKZN (ID 22966)","School of Religion, Philosophy and Classics, Howard College Campus - UKZN10.36886","open","9","36","true","true"
"School of Statistics, Renmin University of China (ID 28744)","School of Statistics, Renmin University of China10.6339","open","0","774","false","true"
"School of Studies In Chemistry, Pandit Ravishankar Shukla University (ID 29295)","School of Studies In Chemistry, Pandit Ravishankar Shukla University10.52228","open","17","90","false","true"
"Sciami (ID 26596)","Sciami10.47109","open","42","19","true","true"
"SciCell (ID 21430)","SciCell10.36547","open","433","356","true","false"
"Science & Technology (ID 16041)","Science & Technology10.31044","open","476","564","true","false"
"Science and Art (ID 22178)","Science and Art10.36340","open","20","102","true","true"
"Science and Research Centre Koper (ID 21011)","Science and Research Centre Koper10.35469","open","42","52","true","true"
"Science Diplomacy Center (ID 27253)","Science Diplomacy Center10.47555","open","3","2","false","true"
"Science Planet Inc. (ID 10491)","Science Planet Inc. 10.24870","open","299","0","true","false"
"Science Repository OU (ID 16472)","NatureLibrary10.47496","open","451","1405","true","true"
"Science Repository OU (ID 16472)","Science Repository OU10.31487","open","451","1405","true","true"
"Science Trends (ID 17269)","Science Trends10.31988","open","2665","0","true","false"
"ScienceOpen (ID 5403)","African Journal of Engineering and Technology10.47959","open","1204","1434","true","true"
"ScienceOpen (ID 5403)","African Minds10.47622","open","1204","1434","true","true"
"ScienceOpen (ID 5403)","Ecological Society10.54081","open","1204","1434","true","true"
"ScienceOpen (ID 5403)","Harriet Tubman Institute for Research on Africa and its Diasporas10.55914","open","1204","1434","true","true"
"ScienceOpen (ID 5403)","MPP Medical Physics Publishing10.54947","open","1204","1434","true","true"
"ScienceOpen (ID 5403)","ScienceOpen10.14293","open","1204","1434","true","true"
"SciencePower Publishing House LLC (ID 21727)","SciencePower Publishing House LLC10.36013","open","27","68","false","true"
"Sciengtex Publishing (ID 23313)","Sciengtex Publishing10.37121","open","23","56","false","true"
"SciEnPG (ID 24949)","SciEnPG10.38032","open","0","70","false","true"
"Scient Open Access (ID 21437)","Scient Open Access10.35862","open","9","2","true","true"
"Scientia Publishing House LTD (ID 14857)","Scientia Publishing House LTD10.32415","open","186","50","true","true"
"Scientia Socialis Ltd (ID 18684)","Scientia Socialis Ltd10.33225","open","1634","398","true","true"
"Scientific and Research Institute of Providing Legal Framework for the Innovative Development (ID 24730)","Scientific and Research Institute of Providing Legal Framework for the Innovative Development10.37772","open","138","238","true","true"
"Scientific and Technological Communications LLC (ID 12146)","Scientific and Technological Communications LLC10.30694","open","74","0","true","false"
"Scientific Center for Biomedical Technologies of the Federal Medical-Biological Agency (ID 19397)","Scientific Center for Biomedical Technologies of the Federal Medical-Biological Agency10.33647","open","25","113","true","true"
"Scientific Center for Road Safety of the Ministry of Interior of the Russian Federation (ID 31094)","Scientific Center for Road Safety of the Ministry of Interior of the Russian Federation10.53039","open","0","130","false","true"
"Scientific Chronograph EOOD (ID 25788)","Scientific Chronograph EOOD10.34671","open","150","282","false","true"
"Scientific Club SOPHUS (ID 22773)","Scientific Club ""SOPHUS""10.36742","open","54","94","true","true"
"Scientific Educational Studies (ID 17037)","Scientific Educational Studies10.31798","open","12","16","true","true"
"Scientific Information Agency 'Science-technologies-information' (ID 19667)","Scientific Information Agency Science-technologies-information10.33930","open","182","166","true","true"
"Scientific Journal Publishers Ltd (ID 1070)","Scientific Journal Publishers10.2224","open","3677","392","true","true"
"Scientific Journals Publishing House (ID 28116)","Legal Horizons10.54477","open","1191","337","false","true"
"Scientific Journals Publishing House (ID 28116)","Scientific Bulletin of Mukachevo State University. Series &quot;Economics&quot;10.52566","open","1191","337","false","true"
"Scientific Journals Publishing House (ID 28116)","Scientific Bulletin of Mukachevo State University. Series &quot;Pedagogy and Psychology&quot;10.52534","open","1191","337","false","true"
"Scientific Journals Publishing House (ID 28116)","Scientific Horizons10.48077","open","1191","337","false","true"
"Scientific Journals Publishing House (ID 28116)","Scientific Journals Publishing House10.54919","open","1191","337","false","true"
"Scientific Methodical Centre &quot;Scientia Educologica&quot; (ID 28213)","Scientific Methodical Centre ""Scientia Educologica""10.48127","open","576","69","true","true"
"Scientific Production Company Doza, Ltd (ID 23764)","Scientific Production Company Doza, Ltd10.37414","open","0","61","false","true"
"Scientific Research Center Lukomorie (ID 19576)","Scientific Research Center Lukomorie10.33782","open","84","271","true","true"
"Scientific Research Center Of Environmental Engineering And Construction (ID 21312)","Scientific Research Center Of Environmental Engineering And Construction10.35688","open","109","0","true","false"
"Scientific Research Institute - Ochapovsky Regional Clinical Hospital No 1 (ID 20858)","Scientific Research Institute - Ochapovsky Regional Clinical Hospital No 110.35401","open","36","98","true","true"
"Scientific Research Institute of Oil and Gas Industry of National Joint-Stock Company Naftogaz of Ukraine (ID 18151)","Scientific Research Institute of Oil and Gas Industry of National Joint-Stock Company Naftogaz of Ukraine10.32822","open","28","9","true","true"
"Scientific Research Institute of System Analysis (ID 29289)","Scientific Research Institute of System Analysis10.51790","open","0","68","false","true"
"Scientific Research Institute-Federal Research Center for Project Evaluation and Consulting Services (ID 20550)","Scientific Research Institute-Federal Research Center for Project Evaluation and Consulting Services10.35264","open","69","67","true","false"
"Scientific Scholar (ID 10894)","Scientific Scholar10.25259","open","9410","4304","true","true"
"Scientific Technologies LLC (ID 24785)","Scientific Technologies LLC10.37882","open","0","3604","false","true"
"Scientific-Research, Project-Design and Technological Institute of Micrography (ID 31071)","Scientific-Research, Project-Design and Technological Institute of Micrography10.53029","open","0","14","false","true"
"SCIO Publishing (ID 26219)","SCIO Publishing10.48216","open","0","15","false","true"
"Scion (ID 18777)","Scion10.33494","open","164","41","true","true"
"SciPress Ltd (ID 7446)","SciPress Ltd.10.18052","open","3668","153","true","true"
"SciRes Literature LLC (ID 17842)","SciRes Literature LLC10.37871","open","6","405","false","true"
"Sciscan Publishing Limited (ID 21051)","Sciscan Publishing Limited10.35534","open","451","1787","true","false"
"SciVision Publishers LLC (ID 18988)","SciVision Publishers LLC10.33425","open","972","1062","false","true"
"Scrivener Publishing (ID 4384)","Scrivener Publishing10.7569","open","86","16","true","false"
"SD Dombo University of Business and Integrated Development Studies (ID 20603)","SD Dombo University of Business and Integrated Development Studies10.36005","open","7","13","false","true"
"SDU International Journal of Educational Studies (ID 19508)","SDU International Journal of Educational Studies10.33710","open","18","29","true","true"
"SE Dnipropetrovsk Medical Academy of Health Ministry of Ukraine (ID 11190)","SE Dnipropetrovsk Medical Academy of Health Ministry of Ukraine10.26641","open","1247","419","true","true"
"SE Ukrmetrteststandart (ID 19835)","SE Ukrmetrteststandart10.33955","open","108","41","false","true"
"Seagull Publications (ID 21567)","Seagull Publications10.35935","open","150","0","true","false"
"Sechenov University (ID 26692)","Sechenov University10.47093","open","50","77","true","true"
"Secretariat of The Indonesian Biomedical Journal (ID 7890)","Secretariat of The Indonesian Biomedical Journal10.18585","open","274","117","true","false"
"SEDERI (ID 19844)","SEDERI10.34136","open","98","15","true","true"
"SEISENSE Private, Ltd. (ID 18746)","SEISENSE Private, Ltd.10.33215","open","48","75","true","true"
"Seismological Society of Japan (ID 2829)","Seismological Society of Japan10.4294","open","3856","28","true","true"
"Sejong University Language Research Institute (ID 9716)","Sejong University Language Research Institute10.22425","open","196","25","true","true"
"Sekolah Tinggi Ekonomi Bisnis Syariah Bina Mandiri (ID 29307)","Sekolah Tinggi Ekonomi Bisnis Syariah Bina Mandiri10.51805","open","0","69","false","true"
"Sekolah Tinggi Ilmu Ekonomi Port Numbay Jayapura (ID 32472)","Sekolah Tinggi Ilmu Ekonomi Port Numbay Jayapura10.55049","open","0","16","false","true"
"Sekolah Tinggi Ilmu Kesehatan Jembrana (ID 18136)","Sekolah Tinggi Ilmu Kesehatan Jembrana10.32805","open","24","0","true","false"
"Sekolah Tinggi Ilmu Pertanian Wuna (ID 11784)","Sekolah Tinggi Ilmu Pertanian Wuna10.29239","open","315","115","true","true"
"Sekolah Tinggi Pertanian Kutai Timur (ID 21921)","Sekolah Tinggi Pertanian Kutai Timur10.36084","open","60","44","true","false"
"Sekolah Tinggi Teologi Arastamar Bengkulu (ID 25193)","Sekolah Tinggi Teologi Arastamar Bengkulu10.38091","open","54","59","false","true"
"Sekolah Tinggi Teologi ATI Anjungan Pontianak (ID 34558)","Sekolah Tinggi Teologi ATI Anjungan Pontianak10.55626","open","0","14","false","true"
"Sekolah Tinggi Teologi Injili Arastamar (SETIA) Jakarta (ID 27053)","Sekolah Tinggi Teologi Injili Arastamar (SETIA) Jakarta10.47457","open","0","105","false","true"
"Sekolah Tinggi Teologi Intheos Surakarta (ID 12094)","Sekolah Tinggi Teologi Intheos Surakarta10.30648","open","50","88","true","false"
"Sekolah Tinggi Teologi Sabda Agung (ID 31810)","Sekolah Tinggi Teologi Sabda Agung10.53687","open","6","28","true","true"
"Sekolah Tinggi Teologi Seminari Alkitab Asia Tenggara (ID 22292)","Sekolah Tinggi Teologi Seminari Alkitab Asia Tenggara10.36421","open","286","40","true","true"
"Sekolah Tinggi Teologi Simpson (ID 25707)","Sekolah Tinggi Teologi Simpson10.46445","open","56","111","true","true"
"Sekolah Tinggi Teologi Tabernakel Indonesia (ID 34578)","Sekolah Tinggi Teologi Tabernakel Indonesia10.55649","open","0","13","false","true"
"Sekolah Tinggi Theologia Jaffray Makassar (ID 10912)","Sekolah Tinggi Theologia Jaffray Makassar10.25278","open","406","47","false","true"
"Sektion Medienpadagogik der Deutschen Gesellschaft fur Erziehungswissenschaft - DGfE (ID 23082)","Sektion Medienpadagogik der Deutschen Gesellschaft fur Erziehungswissenschaft - DGfE10.21240","open","952","319","true","true"
"Selcuk Universitesi Fen Fakultesi Fen Dergisi (ID 20502)","Selcuk Universitesi Fen Fakultesi Fen Dergisi10.35238","open","8","29","true","true"
"Selcuk University (ID 9978)","International Journal of Aeronautics and Astronautics10.55212","open","286","366","true","true"
"Selcuk University (ID 9978)","SELCUK UNIVERSITESI DONER SERMAYE ISLETME MUDURLUGU - SELCUK UNIVERSITESI ISLAMI ILIMLER FAKULTESİ10.53352","open","286","366","true","true"
"Selcuk University (ID 9978)","Selcuk University Faculty of Medicine10.54005","open","286","366","true","true"
"Selcuk University (ID 9978)","Selcuk University Journal of Seljuk Studies10.23897","limited","286","366","true","true"
"Selcuk University (ID 9978)","Selcuk University Journal of Studies in Turcology10.21563","limited","286","366","true","true"
"Selcuk University (ID 9978)","The Journal of Selcuk University Social Sciences Institute10.52642","open","286","366","true","true"
"Selva Andina Research Society (ID 22520)","Selva Andina Research Society10.36610","open","267","153","true","true"
"Seref Sagiroglu (ID 7886)","International Journal of Information Security Engineering10.18640","limited","32","8","true","true"
"Seref Sagiroglu (ID 7886)","International Journal of Information Security Science10.55859","open","32","8","true","true"
"Serenity-group (ID 29476)","Serenity-group10.52013","open","304","1015","false","true"
"Sergii Iermakov (ID 6188)","Sergii Iermakov10.15561","open","720","226","true","true"
"Sergo Ordshonikidze University (ID 17614)","Sergo Ordshonikidze University10.32454","open","210","60","true","true"
"Servicio de Publicaciones de la Universidad Autonoma de Madrid (ID 6788)","Servicio de Publicaciones de la Universidad Autonoma de Madrid10.15366","open","3090","1361","true","true"
"Servicio de Publicaciones de la Universidad de Cadiz (ID 10907)","Servicio de Publicaciones de la Universidad de Cadiz10.25267","limited","4022","967","false","true"
"Servicio de Publicaciones de la Universidad de Cadiz (ID 10907)","Servicio de Publicaciones de la Universidad de Cadiz-Book10.37049","open","4022","967","false","true"
"Servicio Geologico Colombiano (ID 17796)","Servicio Geologico Colombiano10.32685","open","1236","85","true","true"
"Servicios Academicos Intercontinentales S.L. (ID 29264)","Servicios Academicos Intercontinentales S.L.10.51896","open","0","264","false","true"
"Set Publishers (ID 11713)","Set Publishers10.29169","open","775","190","true","true"
"SFSCA RAS (ID 11441)","SFSCA RAS10.26898","open","160","258","true","true"
"Shapovalov Scientific Publishing OU (ID 32119)","Shapovalov Scientific Publishing OU10.53933","open","0","26","false","true"
"SHEI Ukrainian State University of Chemical Technology (ID 17567)","SHEI Ukrainian State University of Chemical Technology10.32434","open","258","261","true","true"
"Shevchenko Institute of Literature of the National Academy of Sciences of Ukraine (ID 19344)","Shevchenko Institute of Literature of the National Academy of Sciences of Ukraine10.33608","open","91","97","false","true"
"Shevchenko Scientific Society (ID 24800)","Shevchenko Scientific Society10.37827","open","39","34","true","true"
"Shirak Center for Armenological Studies, NAS RA (ID 30975)","Shirak Center for Armenological Studies, NAS RA10.52971","open","0","81","false","true"
"Shirak Center for Armenological Studies, NAS RA (ID 30975)","Shirak Center for Armenological Studies, NAS RA10.52971","open","0","81","false","true"
"Shorenstein Center for Media, Politics, and Public Policy (ID 23059)","Shorenstein Center for Media, Politics, and Public Policy10.37016","open","0","102","false","true"
"Showa University Dental Society (ID 4624)","Showa University Dental Society10.7881","open","212","0","true","false"
"SI - Scientific Online Journal (ID 25992)","SI - Scientific Online Journal10.46627","open","0","71","false","true"
"Siapec Servizi Srl (ID 21774)","Siapec Servizi Srl10.32074","open","28","111","true","true"
"Siberian Research (ID 18868)","Siberian Research10.33384","open","22","43","true","true"
"Siberian State Automobile and Highway University (SibADI) (ID 11048)","Siberian State Automobile and Highway University (SibADI)10.26518","open","287","135","true","true"
"Siberian State Medical University (ID 8418)","Siberian State Medical University10.20538","open","2256","276","true","true"
"Siberian State University of Geosystems and Technologies (ID 19544)","Siberian State University of Geosystems and Technologies10.33764","open","685","1299","false","true"
"Siec Badawcza Lukasiewicz - Instytut Metalurgii Zelaza im. St. Staszica (ID 17862)","Siec Badawcza Lukasiewicz - Instytut Metalurgii Zelaza im. St. Staszica10.32730","open","27","32","false","true"
"Siec Badawcza Lukasiewicz-Instytut Pojazdow Szynowych &quot;TABOR&quot; (ID 31345)","Siec Badawcza Lukasiewicz-Instytut Pojazdow Szynowych ""TABOR""10.53502","open","439","44","true","true"
"Siedlce University of Natural Sciences and Humanities (ID 23092)","Siedlce University of Natural Sciences and Humanities10.34739","open","87","393","true","false"
"SIELAE - Seminario Interdisciplinar (ID 28837)","SIELAE - Seminario Interdisciplinar10.51472","open","0","41","false","true"
"SIEV - Societa Italiana di Estimo e Valutazione (ID 30122)","SIEV - Societa Italiana di Estimo e Valutazione10.48264","open","0","35","false","true"
"Sigmawings Publishing Company (ID 33674)","Sigmawings Publishing Company10.55059","open","0","10","false","true"
"Siirt University (ID 28108)","Siirt University10.48064","open","0","21","false","true"
"Siirt University (ID 28108)","Siirt Üniversitesi Sosyal Bilimler Enstitüsü Dergisi10.53586","open","0","21","false","true"
"SIL International (ID 32507)","SIL International10.54395","open","97","12","true","true"
"Silicea - Poligraf, LLC (ID 6499)","Silicea - Poligraf, LLC10.15829","open","2176","1116","true","true"
"Simons Foundation (ID 25845)","Simons Foundation10.46714","open","0","342","false","true"
"Simons Foundation (ID 25845)","Spectrum10.53053","open","0","342","false","true"
"Sindicato dos Servidores do Magisterio Municipal de Curitiba (ID 34841)","Sindicato dos Servidores do Magisterio Municipal de Curitiba10.55823","open","132","10","true","true"
"SineFilozofi (ID 15933)","SineFilozofi10.31122","open","76","102","true","true"
"Sinema Arastirmalari Dergisi (ID 17320)","Sinema Arastirmalari Dergisi10.32001","open","67","25","true","true"
"Singapore Medical Journal (ID 4946)","Singapore Medical Journal10.11622","open","1222","530","true","true"
"Sinop Universitesi Fen Bilimleri Dergisi (ID 19144)","Sinop Universitesi Fen Bilimleri Dergisi10.33484","open","21","38","true","true"
"Sinop Universitesi Sosyal Bilimler Dergisi (ID 12008)","Sinop Universitesi Sosyal Bilimler Dergisi10.30561","open","73","38","true","true"
"Siree Journals (ID 27583)","Siree Journals10.47750","open","142","1375","true","true"
"Sirnak Universitesi Iktisadi ve Idari Yaklasimlar Dergisi (ID 26724)","Sirnak Universitesi Iktisadi ve Idari Yaklasimlar Dergisi10.47138","open","0","6","false","true"
"Sirnak Universitesi Ilahiyat Fakultesi Dergisi (ID 20902)","Sirnak Universitesi Ilahiyat Fakultesi Dergisi10.35415","open","38","60","true","true"
"Sistema de Estudios de Postgrado de la Universidad de San Carlos de Guatemala (ID 23077)","Sistema de Estudios de Postgrado de la Universidad de San Carlos de Guatemala10.36958","open","18","28","true","true"
"SixScientia Resources (ID 24797)","SixScientia Resources10.37865","open","0","33","false","true"
"SkepticMed Publishers (ID 26055)","SkepticMed Publishers10.46715","open","1","54","true","true"
"Skies Educational (ID 27505)","Skies Educational10.47721","open","0","18","false","true"
"Skobelkin State Scientific Center of Laser Medicine (ID 24932)","Skobelkin State Scientific Center of Laser Medicine10.37895","open","0","68","false","true"
"SLACK, Inc. (ID 2308)","SLACK, Inc.10.3928","open","59556","3309","true","true"
"Smithsonian Institution (ID 3444)","Smithsonian Institution10.5479","open","122449","243","true","false"
"SOAPHYS (Societe Ouest Africaine de Physique) (ID 25533)","SOAPHYS (Societe Ouest Africaine de Physique)10.46411","open","15","42","false","true"
"SOBEST Associacao Brasileira de Estomaterapia (ID 12340)","SOBEST Associacao Brasileira de Estomaterapia10.30886","open","134","170","true","true"
"Social Integration Research Center, Kangwon National University (ID 26389)","Social Integration Research Center, Kangwon National University10.46907","open","0","19","false","true"
"Social Science Research Institute - Locality and Globality - Korean Journal of Social Sciences (ID 18517)","Social Science Research Institute - Locality and Globality - Korean Journal of Social Sciences10.33071","open","245","0","true","false"
"Social Sciences: Theory and Practice (ID 28111)","Social Sciences: Theory and Practice10.48066","open","0","26","false","true"
"Sociedad Argentina de Genetica (ID 20804)","Sociedad Argentina de Genetica10.35407","open","33","62","true","true"
"Sociedad Chilena de Educacion Matematica (ID 25323)","Sociedad Chilena de Educacion Matematica10.46219","open","0","34","false","true"
"Sociedad Chilena de Pediatria (ID 17639)","Sociedad Chilena de Pediatria10.32641","open","4123","394","true","false"
"Sociedad Colombiana de Mastozoologia (ID 27315)","Sociedad Colombiana de Mastozoologia10.47603","open","99","69","true","true"
"Sociedad de Lucha contra el Cancer del Ecuador - Matriz Guayaquil (ID 19383)","Sociedad de Lucha contra el Cancer del Ecuador - Matriz Guayaquil10.33821","open","64","54","true","false"
"Sociedad de Neurocirugia de Chile (ID 22548)","Sociedad de Neurocirugia de Chile10.36593","open","142","49","false","true"
"Sociedad Espanola de Ciencias Forestales (ID 14916)","Sociedad Espanola de Ciencias Forestales10.31167","open","200","29","true","true"
"Sociedad Espanola de Enfermeria Nefrologica (ID 23769)","Sociedad Espanola de Enfermeria Nefrologica10.37551","open","453","93","true","true"
"Sociedad Espanola de Imagen Cardiaca (ID 24529)","Sociedad Espanola de Imagen Cardiaca10.37615","open","16","99","true","true"
"Sociedad Espanola de Medicina Interna (SEMI) (ID 18147)","Sociedad Espanola de Medicina Interna - SEMI10.32818","open","186","98","true","true"
"Sociedad Espanola de Quimioterapia (ID 23328)","Sociedad Espanola de Quimioterapia10.37201","open","1","269","false","true"
"Sociedad Latinoamericana de Nutricion (ID 23742)","Anales Venezolanos de Nutricion10.54624","open","8","102","true","true"
"Sociedad Latinoamericana de Nutricion (ID 23742)","Archivos Latinoamericanos de Nutricion10.37527","open","8","102","true","true"
"Sociedad Medica Ecuatoriana de Neurologia (ID 26340)","Sociedad Medica Ecuatoriana de Neurologia10.46997","open","0","144","false","true"
"Sociedade Beneficente Israelita Brasileira Hospital Albert Einstein (ID 16942)","Sociedade Beneficente Israelita Brasileira Hospital Albert Einstein10.31744","open","167","294","true","true"
"Sociedade Brasileira de Acustica (ID 34735)","Sociedade Brasileira de Acustica10.55753","open","0","14","false","true"
"Sociedade Brasileira de Cardiologia (ID 22636)","Sociedade Brasileira de Cardiologia10.36660","open","2019","1127","false","true"
"Sociedade Brasileira de Educacao Matematica (ID 23145)","Sociedade Brasileira de Educacao Matematica10.37001","open","105","317","true","true"
"Sociedade Brasileira de Enfermeiros Pediatras (ID 16580)","Sociedade Brasileira de Enfermeiros Pediatras10.31508","open","21","65","true","true"
"Sociedade Brasileira De Fitopatologia (ID 17285)","Sociedade Brasileira De Fitopatologia10.31976","open","0","18","false","true"
"Sociedade Brasileira de Geriatria e Gerontologia (ID 32096)","Sociedade Brasileira de Geriatria e Gerontologia10.53886","open","181","117","false","true"
"Sociedade Brasileira de Medicina de Familia e Comunidade (SBMFC) (ID 3837)","Sociedade Brasileira de Medicina de Familia e Comunidade10.5712","open","727","141","true","true"
"Sociedade Brasileira de Pneumologia e Tisiologia (ID 22288)","Sociedade Brasileira de Pneumologia e Tisiologia10.36416","open","0","291","false","true"
"Sociedade Cientifica de Pedagogia do Desporto (ID 27454)","Sociedade Cientifica de Pedagogia do Desporto10.47863","open","7","50","true","true"
"Sociedade Entomologica do Brasil (ID 23935)","Sociedade Entomologica do Brasil10.37486","open","1325","115","false","true"
"Sociedade Paranaense de Matematica (ID 3257)","Sociedade Paranaense de Matematica10.5269","open","636","246","true","true"
"Sociedade Portuguesa de Estomatologia e Medicina Dentaria (SPEMD) (ID 10497)","Sociedade Portuguesa de Estomatologia e Medicina Dentaria (SPEMD)10.24873","open","1692","292","true","false"
